original_address,lat,lon,formatted,name,housenumber,street,suburb,county,postcode,district,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
"""LINDEN ST, SAN FRANCISCO, CA 94102""",37.7765943,-122.4215425,"Linden Street, San Francisco, CA 94102, United States of America",Linden Street,,Linden Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GOUGH ST, SAN FRANCISCO, CA 94102""",37.7768155,-122.422981,"Gough Street, San Francisco, CA 94102, United States of America",Gough Street,,Gough Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GEARY ST, SAN FRANCISCO, CA 94102""",37.7865811,-122.4144133,"Geary Street, San Francisco, CA 94102, United States of America",Geary Street,,Geary Street,,,94102,Lower Nob Hill,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""ELLIS ST, SAN FRANCISCO, CA 94102""",37.785094,-122.4110575,"Ellis Street, San Francisco, CA 94102, United States of America",Ellis Street,,Ellis Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LINDEN ST, SAN FRANCISCO, CA 94102""",37.7765943,-122.4215425,"Linden Street, San Francisco, CA 94102, United States of America",Linden Street,,Linden Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""ELLIS ST, SAN FRANCISCO, CA 94102""",37.785094,-122.4110575,"Ellis Street, San Francisco, CA 94102, United States of America",Ellis Street,,Ellis Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TAYLOR ST, SAN FRANCISCO, CA 94102""",37.7822886,-122.4105085,"Taylor Street, San Francisco, CA 94102, United States of America",Taylor Street,,Taylor Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAYES ST, SAN FRANCISCO, CA 94102""",37.7772431,-122.4201859,"Hayes Street, San Francisco, CA 94102, United States of America",Hayes Street,,Hayes Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GOLDEN GATE AVE, SAN FRANCISCO, CA 94102""",37.7809976,-122.4207344,"Golden Gate Avenue, San Francisco, CA 94102, United States of America",Golden Gate Avenue,,Golden Gate Avenue,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OCTAVIA ST, SAN FRANCISCO, CA 94102""",37.7879461,-122.427042,"Octavia, 1701 Octavia Street, San Francisco, CA 94164, United States of America",Octavia,1701,Octavia Street,,,94164,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAYES ST, SAN FRANCISCO, CA 94102""",37.7772431,-122.4201859,"Hayes Street, San Francisco, CA 94102, United States of America",Hayes Street,,Hayes Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, SAN FRANCISCO, CA 94102""",37.7748208,-122.4242103,"Oak Street, San Francisco, CA 94102, United States of America",Oak Street,,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LILY ST, SAN FRANCISCO, CA 94102""",37.7745618,-122.4225256,"Lily Street, San Francisco, CA 94103, United States of America",Lily Street,,Lily Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""235 BUCHANAN ST, SAN FRANCISCO, CA 94102""",37.772168,-122.427191,"235 Buchanan Street, San Francisco, CA 94102, United States of America",,235,Buchanan Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""520 BUCHANAN ST, SAN FRANCISCO, CA 94102""",37.774748,-122.427506,"520 Buchanan Street, San Francisco, CA 94102, United States of America",,520,Buchanan Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""631 IVY ST, SAN FRANCISCO, CA 94102""",37.77657015384615,-122.42852653846154,"631 Ivy Street, San Francisco, CA 94102, United States of America",,631,Ivy Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""150 FRANKLIN ST, SAN FRANCISCO, CA 94102""",37.77594195,-122.4209282396859,"150 Franklin Street, San Francisco, CA 94102, United States of America",,150,Franklin Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""111 JONES ST, SAN FRANCISCO, CA 94102""",37.78231495,-122.41249217920522,"111 Jones Street, San Francisco, CA 94102, United States of America",,111,Jones Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""681 IVY ST, SAN FRANCISCO, CA 94102""",37.776459,-122.429397,"681 Ivy Street, San Francisco, CA 94102, United States of America",,681,Ivy Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""501 OAK ST, SAN FRANCISCO, CA 94102""",37.774287,-122.427683,"501 Oak Street, San Francisco, CA 94102, United States of America",,501,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""440 LINDEN ST, SAN FRANCISCO, CA 94102""",37.7761986122449,-122.42524226530612,"440 Linden Street, San Francisco, CA 94102, United States of America",,440,Linden Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""262 WALLER ST, 264, SAN FRANCISCO, CA 94102""",37.778008,-122.431272,"San Francisco, CA 94102, United States of America",,,,,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.16831032215647598,1,,,,https://www.whosonfirst.org/docs/licenses/
"""582 GROVE ST, SAN FRANCISCO, CA 94102""",37.77751740816327,-122.42609687755102,"582 Grove Street, San Francisco, CA 94102, United States of America",,582,Grove Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""246 WALLER ST, SAN FRANCISCO, CA 94102""",37.771568896103894,-122.42781425974026,"246 Waller Street, San Francisco, CA 94102, United States of America",,246,Waller Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""347 EDDY ST, SAN FRANCISCO, CA 94102""",37.78374335483871,-122.41342870967742,"347 Eddy Street, San Francisco, CA 94102, United States of America",,347,Eddy Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""290 PAGE ST, SAN FRANCISCO, CA 94102""",37.77378443589743,-122.42542597435897,"290 Page Street, San Francisco, CA 94102, United States of America",,290,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""210 WALLER ST, SAN FRANCISCO, CA 94102""",37.77159928571429,-122.42757628571428,"210 Waller Street, San Francisco, CA 94102, United States of America",,210,Waller Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""122 HERMANN ST, SAN FRANCISCO, CA 94102""",37.770684061224486,-122.42725136734694,"122 Hermann Street, San Francisco, CA 94102, United States of America",,122,Hermann Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""620 JONES ST, 108, SAN FRANCISCO, CA 94102""",37.778008,-122.431272,"San Francisco, CA 94102, United States of America",,,,,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.17728531855955676,1,,,,https://www.whosonfirst.org/docs/licenses/
"""153 PAGE ST, SAN FRANCISCO, CA 94102""",37.77391160416666,-122.42311066666667,"153 Page Street, San Francisco, CA 94102, United States of America",,153,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""471 FULTON ST, SAN FRANCISCO, CA 94102""",37.77852457142857,-122.424446,"471 Fulton Street, San Francisco, CA 94102, United States of America",,471,Fulton Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""1896 MARKET ST, SAN FRANCISCO, CA 94102""",37.77107755932204,-122.42469735593221,"1896 Market Street, San Francisco, CA 94102, United States of America",,1896,Market Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""141 GOUGH ST, SAN FRANCISCO, CA 94102""",37.774726146341465,-122.42264275609756,"141 Gough Street, San Francisco, CA 94102, United States of America",,141,Gough Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""522 OAK ST, SAN FRANCISCO, CA 94102""",37.774412285714284,-122.4280134489796,"522 Oak Street, San Francisco, CA 94102, United States of America",,522,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""333 TAYLOR ST, SAN FRANCISCO, CA 94102""",37.7854564,-122.411369,"Mark Twain Hotel, 333 Taylor Street, San Francisco, CA 94102, United States of America",Mark Twain Hotel,333,Taylor Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""728 HAYES ST, SAN FRANCISCO, CA 94102""",37.776267142857144,-122.42846485714286,"728 Hayes Street, San Francisco, CA 94102, United States of America",,728,Hayes Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""472 GROVE ST, SAN FRANCISCO, CA 94102""",37.777748897959185,-122.42431755102041,"472 Grove Street, San Francisco, CA 94102, United States of America",,472,Grove Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""302 EDDY ST, SAN FRANCISCO, CA 94102""",37.78399273333333,-122.41278273333333,"302 Eddy Street, San Francisco, CA 94102, United States of America",,302,Eddy Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""201 EDDY ST, SAN FRANCISCO, CA 94102""",37.78404,-122.411089,"201 Eddy Street, San Francisco, CA 94102, United States of America",,201,Eddy Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""630 JONES ST, SAN FRANCISCO, CA 94102""",37.787272900000005,-122.41302715,"630 Jones Street, San Francisco, CA 94102, United States of America",,630,Jones Street,,,94102,Lower Nob Hill,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""335 EDDY ST, 9, SAN FRANCISCO, CA 94102""",37.778008,-122.431272,"San Francisco, CA 94102, United States of America",,,,,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.20897959183673473,1,,,,https://www.whosonfirst.org/docs/licenses/
"""885 FRANKLIN ST, SAN FRANCISCO, CA 94102""",37.782476,-122.42252666666667,"885 Franklin Street, San Francisco, CA 94102, United States of America",,885,Franklin Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""421 TURK ST, SAN FRANCISCO, CA 94102""",37.78233335,-122.41613051428422,"421 Turk Street, San Francisco, CA 94102, United States of America",,421,Turk Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""332 FELL ST, SAN FRANCISCO, CA 94102""",37.7759613877551,-122.42335375510204,"332 Fell Street, San Francisco, CA 94102, United States of America",,332,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""219 LILY ST, SAN FRANCISCO, CA 94102""",37.77420959183674,-122.42452767346938,"219 Lily Street, San Francisco, CA 94102, United States of America",,219,Lily Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""755 GROVE ST, SAN FRANCISCO, CA 94102""",37.77697555172414,-122.42903665517241,"755 Grove Street, San Francisco, CA 94102, United States of America",,755,Grove Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""274 PAGE ST, SAN FRANCISCO, CA 94102""",37.77381930769231,-122.42515192307692,"274 Page Street, San Francisco, CA 94102, United States of America",,274,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""371 TURK ST, SAN FRANCISCO, CA 94102""",37.78244505,-122.41515480749783,"371 Turk Street, San Francisco, CA 94102, United States of America",,371,Turk Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""536 MASON ST, SAN FRANCISCO, CA 94102""",37.788658999999996,-122.40994232569444,"536 Mason Street, San Francisco, CA 94108, United States of America",,536,Mason Street,,,94108,Union Square,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""385 IVY ST, SAN FRANCISCO, CA 94102""",37.77711685714286,-122.42423600000001,"385 Ivy Street, San Francisco, CA 94102, United States of America",,385,Ivy Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""431 OCTAVIA ST, SAN FRANCISCO, CA 94102""",37.776071,-122.424607,"431 Octavia Street, San Francisco, CA 94102, United States of America",,431,Octavia Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""504 OAK ST, SAN FRANCISCO, CA 94102""",37.774443142857145,-122.42777008163266,"504 Oak Street, San Francisco, CA 94102, United States of America",,504,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""265 FELL ST, SAN FRANCISCO, CA 94102""",37.775946979591836,-122.42215553061224,"265 Fell Street, San Francisco, CA 94102, United States of America",,265,Fell Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""303 OAK ST, SAN FRANCISCO, CA 94102""",37.77470648979592,-122.42441024489797,"303 Oak Street, San Francisco, CA 94102, United States of America",,303,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""477 OFARRELL ST, SAN FRANCISCO, CA 94102""",37.7856,-122.41242,"477 Ofarrell Street, San Francisco, CA 94102.0, United States of America",,477,Ofarrell Street,Tenderloin,San Francisco County,94102.0,,San Francisco,California,CA,United States,us,0.9,1,1,© OpenAddresses contributors,BSD-3-Clause License,
"""525 GROVE ST, SAN FRANCISCO, CA 94102""",37.777437727272726,-122.42543181818182,"525 Grove Street, San Francisco, CA 94102, United States of America",,525,Grove Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""525 OFARRELL ST, SAN FRANCISCO, CA 94102""",37.785454,-122.41343,"525 Ofarrell Street, San Francisco, CA 94102.0, United States of America",,525,Ofarrell Street,Tenderloin,San Francisco County,94102.0,,San Francisco,California,CA,United States,us,0.9,1,1,© OpenAddresses contributors,BSD-3-Clause License,
"""618 FELL ST, SAN FRANCISCO, CA 94102""",37.77534832653061,-122.42813902040815,"618 Fell Street, San Francisco, CA 94102, United States of America",,618,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""155 HAIGHT ST, SAN FRANCISCO, CA 94102""",37.77267807142857,-122.42529425000001,"155 Haight Street, San Francisco, CA 94102, United States of America",,155,Haight Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""370 ELLIS ST, SAN FRANCISCO, CA 94102""",37.785222149999996,-122.4123204790832,"370 Ellis Street, San Francisco, CA 94102, United States of America",,370,Ellis Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""204 LILY ST, SAN FRANCISCO, CA 94102""",37.774395658536584,-122.42437951219512,"204 Lily Street, San Francisco, CA 94102, United States of America",,204,Lily Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""414 GOUGH ST, 4, SAN FRANCISCO, CA 94102""",37.777252,-122.42288,"414 Gough Street, San Francisco, CA 94102.0, United States of America",,414,Gough Street,Civic Center,San Francisco County,94102.0,,San Francisco,California,CA,United States,us,0,1,,© OpenAddresses contributors,BSD-3-Clause License,
"""535 GEARY ST, 206, SAN FRANCISCO, CA 94102""",37.778008,-122.431272,"San Francisco, CA 94102, United States of America",,,,,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.17728531855955676,1,,,,https://www.whosonfirst.org/docs/licenses/
"""289 LILY ST, SAN FRANCISCO, CA 94102""",37.77408744897959,-122.42548695918367,"289 Lily Street, San Francisco, CA 94102, United States of America",,289,Lily Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""1580 MARKET ST, SAN FRANCISCO, CA 94102""",37.77462551506195,-122.42009507871393,"1580 Market Street, San Francisco, CA 94102, United States of America",,1580,Market Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""207 GOUGH ST, SAN FRANCISCO, CA 94102""",37.77563764285714,-122.42261921428572,"207 Gough Street, San Francisco, CA 94102, United States of America",,207,Gough Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""550 BUCHANAN ST, SAN FRANCISCO, CA 94102""",37.77507221052632,-122.42756921052631,"550 Buchanan Street, San Francisco, CA 94102, United States of America",,550,Buchanan Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""639 GEARY ST, SAN FRANCISCO, CA 94102""",37.7864301,-122.41367892996418,"Geary Courtyard, 639 Geary Street, San Francisco, CA 94102, United States of America",Geary Courtyard,639,Geary Street,,,94102,Lower Nob Hill,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""265 OAK ST, SAN FRANCISCO, CA 94102""",37.7746367,-122.42356411891217,"265 Oak Street, San Francisco, CA 94102, United States of America",,265,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""287-291 PAGE ST, SAN FRANCISCO, CA 94102""",37.77362481632653,-122.42536640816326,"287 Page Street, San Francisco, CA 94102, United States of America",,287,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""1390 MARKET ST, SAN FRANCISCO, CA 94102""",37.7772079,-122.41769092646652,"Fox Plaza, 1390 Market Street, San Francisco, CA 94102, United States of America",Fox Plaza,1390,Market Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""398 HAIGHT ST, SAN FRANCISCO, CA 94102""",37.772417,-122.428665,"398 Haight Street, San Francisco, CA 94102, United States of America",,398,Haight Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""277 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102""",37.781505550000006,-122.41501741757513,"The Lofts at Seven, 277 Golden Gate Avenue, San Francisco, CA 94102, United States of America",The Lofts at Seven,277,Golden Gate Avenue,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""146 ROSE ST, SAN FRANCISCO, CA 94102""",37.77362091836735,-122.42295279591836,"146 Rose Street, San Francisco, CA 94102, United States of America",,146,Rose Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""376 ELLIS ST, SAN FRANCISCO, CA 94102""",37.78500455804597,-122.41234525790236,"376 Ellis Street, San Francisco, CA 94102, United States of America",,376,Ellis Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""381 TURK ST, SAN FRANCISCO, CA 94102""",37.782433049999995,-122.41529027110684,"381 Turk Street, San Francisco, CA 94102, United States of America",,381,Turk Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""557 IVY ST, SAN FRANCISCO, CA 94102""",37.77673606521739,-122.42722534782608,"557 Ivy Street, San Francisco, CA 94102, United States of America",,557,Ivy Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""627 TAYLOR ST, SAN FRANCISCO, CA 94102""",37.7883545,-122.41213608441493,"627 Taylor Street, San Francisco, CA 94108, United States of America",,627,Taylor Street,,,94108,Lower Nob Hill,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""201 WALLER ST, SAN FRANCISCO, CA 94102""",37.771492,-122.427107,"201 Waller Street, San Francisco, CA 94102, United States of America",,201,Waller Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""434 LINDEN ST, SAN FRANCISCO, CA 94102""",37.77620902040816,-122.42516077551021,"434 Linden Street, San Francisco, CA 94102, United States of America",,434,Linden Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""528 FELL ST, SAN FRANCISCO, CA 94102""",37.775538714285716,-122.42662457142858,"528 Fell Street, San Francisco, CA 94102, United States of America",,528,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""640 TURK ST, SAN FRANCISCO, CA 94102""",37.78233615,-122.41978748612908,"640 Turk Street, San Francisco, CA 94102, United States of America",,640,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
